NAME               KEYWORD       S                         L                         ANGLE                     ROLL                      K0L                       K0SL                      K1L                       K1SL                      K2L                       K2SL                      HKICK                     VKICK                     KICK                      X                         XP                        Y                         YP                        DX                        DPX                       DY                        DPY                       BETA11                    BETA12                    BETA21                    BETA22                    ALFA11                    ALFA12                    ALFA21                    ALFA22                   
SOLUS              Solenoid      +6.40446780956531939E+002 +2.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.45022882591661073E-015 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.98502533332306818E-013 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.80000000000029114E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.56275555547718312E+001 -2.50000000000009726E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.77777777773287937E+001
DUSQ1              Drift         +6.43746780956531893E+002 +3.29999999999999982E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.65599780952175024E-015 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.61372472019335675E-013 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.59125000000011596E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.90210888882389668E+002 -6.62500000000016698E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.36111111098281299E+001
QFFUS01            Quadrupole    +6.45546780956531848E+002 +1.80000000000000004E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.39550854468836055E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.07584709203809130E-015 +1.77332405868138217E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.12287875693356445E-012 -2.69838941099786307E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.81646329597512732E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.64286037144601778E+002 -1.87817022521260384E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.48609311338997969E+001
DUSQ2              Drift         +6.46046780956531848E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.96250912137878159E-015 +1.77332405868138217E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.25779822748345766E-012 -2.69838941099786307E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.80777687198862083E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.79245254989302225E+002 -2.10445692681438281E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.50575045555009268E+001
QFFUS02            Quadrupole    +6.47446780956531825E+002 +1.39999999999999991E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.27690948070000004E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12421806357394379E-014 +2.98151127898618394E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.76184929999837049E-012 -4.60998705147956837E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.92295400174088627E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.19759065417292049E+002 -5.02169911580842125E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.49849922270296219E+001
DUSQ3              Drift         +6.48946780956531825E+002 +1.50000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.57144475542187138E-014 +2.98151127898618394E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.45334735772030600E-012 -4.60998705147956837E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.72464390964648544E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.67896281899782480E+002 -6.98956693689557653E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.62568634513100818E+001
QFFUS03            Quadrupole    +6.53446780956531825E+002 +4.50000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.28015087558845275E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.35665458908618805E-014 +3.39148154794629072E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.65563690927685580E-012 -4.72798086254201383E-014 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.28301429200891789E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70391623563649205E+002 -1.11596002653999022E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.75404228899403591E+000
DUS01              Drift         +6.71446780956531825E+002 +1.80000000000000000E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.96712126771652038E-014 +3.39148154794629072E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.50667346453441780E-012 -4.72798086254201383E-014 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.27915221021237335E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.81044353423309161E+001 -1.38876653463490722E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.15080150107920254E+000
QUS01C             Quadrupole    +6.72946780956531825E+002 +1.50000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.08053914860957150E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.99384295885793216E-014 +1.66596998203087402E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.54068759740210998E-012 +1.98938551938384262E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.30008480769234166E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.24929129857768793E+001 +8.07692307693663736E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.61040316285843454E+000
DUS02              Drift         +6.73446780956531825E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.99467594384894742E-014 +1.66596998203087402E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.53969290464241798E-012 +1.98938551938384262E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.30007692307695697E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.09224490512124461E+001 +7.69230769232126261E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.53052470627042636E+000
O_CRAB_IR8D        Pipe          +6.93446780956531825E+002 +2.00000000000000000E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.02799534348956474E-014 +1.66596998203087402E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.49990519425474114E-012 +1.98938551938384262E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.30007692307695652E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.36042260708019782E+001 -7.69230769229372387E-003 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.66461355724990323E+000
DUS03              Drift         +6.93946780956531825E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.02882832848058000E-014 +1.66596998203087402E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.49891050149504994E-012 +1.98938551938384262E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.30008480769234097E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.53087788563458851E+001 -8.07692307690909862E-003 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.74449201383791141E+000
QUS02C             Quadrupole    +6.95446780956531825E+002 +1.50000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.45536458530252683E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.70660440358506050E-014 -4.23453395657327567E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.01064798438503222E-012 +6.37061922354467500E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03635348928862800E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.76632124310857748E+001 +1.62844622226074478E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.08259209830690484E+000
DUS04              Drift         +6.95946780956531825E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.49487770575639656E-014 -4.23453395657327567E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.69211702320779822E-012 +6.37061922354467500E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.79906146384244266E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.50854138426225006E+001 +1.50050063582692928E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.76181072476654421E+000
DUS05N             Drift         +6.95993305195531775E+002 +4.65242390000000020E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.47517685877147336E-014 -4.23453395657327567E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.66247820207438009E-012 +6.37061922354467500E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.65999604111638291E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.58105788610602858E+001 +1.48859549374244523E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.82501098418786434E+000
DRQ                Drift         +6.97593305195531798E+002 +1.60000000000000009E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.79765142571974919E-014 -4.23453395657327567E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.64317912630723168E-012 +6.37061922354467500E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.55157186368169391E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.43282133779348158E+001 +1.07916961715423525E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -9.99851058885871069E+000
QUS03              Quadrupole    +6.99393305195531752E+002 +1.80000000000000004E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.73531637693773139E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.28326931529270511E-014 -1.62882333927434273E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.86204328996801845E-012 +2.53489241754192998E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.30061964231916960E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.63456306557520463E+001 +2.98930080836607175E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.03222152511004062E+000
DRQ                Drift         +7.00993305195531775E+002 +1.60000000000000009E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.02265758100881021E-014 -1.62882333927434273E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.45646050316130974E-012 +2.53489241754192998E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.44358853680577511E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.39542159324639243E+001 +2.36714360109264348E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.71241267694503341E+000
DUS05N             Drift         +7.01039829434531725E+002 +4.65242390000000020E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.01507960437629248E-014 -1.62882333927434273E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.44466710909400900E-012 +2.53489241754192998E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.42164679226877297E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.36092142255360216E+001 +2.34905273196341753E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.70311338739106866E+000
DRBX9              Drift         +7.01561829434531774E+002 +5.22000000000000020E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.30055026066171781E-015 -1.62882333927434273E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.31234572489832031E-012 +2.53489241754192998E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.18700117983096050E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.97976280954643613E+001 +2.14607394309046171E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.59877575067723487E+000
BXUS9M1            Sbend         +7.11002485434531764E+002 +9.44065600000000060E+000 +3.88805462099999985E-002 +0.00000000000000000E+000 +3.88805462099999985E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.07976551620767959E-015 -1.62908123786071041E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.83506880196767641E-001 +3.88709772674732112E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.01123373948669837E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.96625695986391733E+001 -1.52579654614934412E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.71177242487594539E+000
DRBX9              Drift         +7.11524485434531812E+002 +5.22000000000000020E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.93014592237097032E-015 -1.62908123786071041E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.03797530330388665E-001 +3.88709772674732112E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.71014733894936768E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.79299434334333050E+001 -1.72882720761055637E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.60743478816211183E+000
DUS06N             Drift         +7.11910464341158445E+002 +3.85978906626665563E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.55893691736646230E-015 -1.62908123786071041E-015 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.18800907635597952E-001 +3.88709772674732112E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.10267431682663215E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.67188497340971445E+001 -1.87895278753869306E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.53028511969694758E+000
